developer,release_year,total_items,free_items,percentage_free
Alister Software,2015,2,0,0.00%
Alister Software,2016,2,0,0.00%
Alister Software,2017,2,0,0.00%
Alkemi,2017,3,0,0.00%
Alkemi,Unavailable data,3,0,0.00%
All Aboard,2009,2,0,0.00%
All Aboard,2010,1,0,0.00%
All Aboard,2012,1,0,0.00%
All Civilized Planets,2015,2,0,0.00%
All Seeing Eye Games,2015,3,0,0.00%
All Seeing Eye Games,2016,4,0,0.00%
All Seeing Eye Games,2017,2,0,0.00%
All Those Moments,2017,3,0,0.00%
"AllSol,Unknown Hero",2017,2,0,0.00%
Allegorithmic,2014,6,0,0.00%
Allegorithmic,2016,1,0,0.00%
Allegorithmic,2017,6,0,0.00%
"Allegorithmic,The Foundry",2016,2,0,0.00%
Allen Dayan,2016,2,0,0.00%
Allgraf,2013,3,0,0.00%
Allicorn Games,2015,4,0,0.00%
Allied Games Inc.,2016,3,0,0.00%
Allods Team,2017,27,0,0.00%
"Allods Team,Mail.Ru Group",2009,3,0,0.00%
Allusio,2016,3,0,0.00%
Almighty Games,2016,2,0,0.00%
Almighty Games,2017,3,0,0.00%
Almost Human Games,2012,3,0,0.00%
Almost Human Games,2014,3,0,0.00%
"Alonzu,@alonzubin",2016,3,0,0.00%
Alp Güleç,2016,4,0,0.00%
Alpha Pack Studios,2017,3,0,0.00%
Alpha Strike Games Limited,2017,5,0,0.00%
Alpha Wave Entertainment,2016,3,0,0.00%
Alpha72 Games,2007,2,0,0.00%
AlphaNuts,2014,2,0,0.00%
Alpheratz*,2016,2,0,0.00%
Alrauna Studios,2015,2,0,0.00%
AltImage Games,2015,3,0,0.00%
Altai Game Studio,2017,6,0,0.00%
Altar Games,2001,2,0,0.00%
Altar Games,2007,4,0,0.00%
Altar Interactive,2003,1,0,0.00%
"Alterego Games,Digital Forest",Unavailable data,3,0,0.00%
AlternativaPlatform,2017,22,0,0.00%
Alternative Dreams,2016,1,0,0.00%
Alternative Dreams Studios,2016,3,0,0.00%
Alternative Software Ltd,2014,6,0,0.00%
Alternative Software Ltd,2015,10,0,0.00%
Alternative Software Ltd,2016,5,0,0.00%
Alternative Software Ltd,2017,7,0,0.00%
Altfuture,2016,4,0,0.00%
AlyStudio,2017,2,0,0.00%
Alyssium,2017,4,0,0.00%
Alysson Moraes,2017,6,0,0.00%
Amanita Design,2009,5,0,0.00%
Amanita Design,2012,3,0,0.00%
Amanita Design,2016,9,0,0.00%
Amanita Design,2017,3,0,0.00%
Amaranth Games,2016,1,0,0.00%
"Amaranth Games, LLC",2014,8,0,0.00%
"Amaranth Games, LLC",2015,7,0,0.00%
"Amaranth Games, LLC",2016,3,0,0.00%
Amaterasu Software,2016,11,0,0.00%
Amaterasu Software,2017,23,0,0.00%
Amazastrophic,2017,5,0,0.00%
Amazu Media,2017,8,0,0.00%
AmberTail,2017,2,0,0.00%
Ambiera,2016,4,0,0.00%
Ambiera,2017,3,0,0.00%
Ambiera e.U.,2015,10,0,0.00%
Ameet Sharma,2017,2,0,0.00%
Amegami,2016,3,0,0.00%
Americo Mateus Rodrigues,2016,3,0,0.00%
Amethyst Quarter,2015,2,0,0.00%
Ametist studio,2017,3,0,0.00%
"Amidos,Big O",2012,3,0,0.00%
"Amidos,Big O,Bauer",2012,3,0,0.00%
Amilton Neves,2017,4,0,0.00%
Amkonius Games,2017,4,0,0.00%
Amplecti Chao,2017,2,0,0.00%
Amund Farifteh,2015,2,0,0.00%
AnRaEl,2016,1,0,0.00%
Anamik Majumdar,2016,2,0,0.00%
Anarchy Enterprises,2007,3,0,0.00%
Anarchy Enterprises,2015,16,0,0.00%
Anarchy Enterprises,2016,3,0,0.00%
Anarchy Interactive,2015,3,0,0.00%
Anarkis Gaming,2016,3,0,0.00%
Anarteam,2016,4,0,0.00%
"Anatola Howard,Duncan Cross",2017,1,0,0.00%
Anatoliy Loginovskikh,2016,14,0,0.00%
Anatoliy Loginovskikh,2017,9,0,0.00%
Anatoly Konstantinov,2017,3,0,0.00%
Anawiki Games,2016,7,0,0.00%
Anawiki Games,2017,12,0,0.00%
Ancestral Quest,2017,1,0,0.00%
"Anchora Games,Dream Harvesters",2016,3,0,0.00%
Andrade Games,2016,7,0,0.00%
Andras Beck,2016,1,0,0.00%
"Andre Chagas Silva,Anthony Septim",2015,6,0,0.00%
Andreas Ammer,2017,2,0,0.00%
Andreas Britten,2016,6,0,0.00%
Andreil Game,2016,1,0,0.00%
Andres Martin Jimenez,Unavailable data,2,0,0.00%
Andrettin,2015,3,0,0.00%
Andrettin,2016,6,0,0.00%
Andrettin,2017,3,0,0.00%
"Andrew ""Versus"" Larionov",2017,6,0,0.00%
Andrew Brady,2016,3,0,0.00%
Andrew Gilmour,2016,4,0,0.00%
Andrew Higgins,2017,3,0,0.00%
Andrew Morrish,2013,3,0,0.00%
Andrew Morrish,2017,3,0,0.00%
Andrew Rodenhiser,2017,2,0,0.00%
Andrew Rowe,2015,2,0,0.00%
Andrew Rowe,2017,3,0,0.00%
Andrew Ryan Henke,2017,2,0,0.00%
Andrew Smith,2017,4,0,0.00%
Andrew Willman,2016,2,0,0.00%
"AndrewDrumov, Sanke Berdochan",2015,5,0,0.00%
"AndrewMD5,Codeusa",2015,2,0,0.00%
Andrey Haritonov,2017,7,0,0.00%
Andrey Malyarov,2016,3,0,0.00%
Andrii Vintsevych,2009,4,0,0.00%
Andrii Vintsevych,2015,3,0,0.00%
Andrii Vintsevych,2017,2,0,0.00%
André Bertaglia,2016,24,0,0.00%
André Bertaglia,2017,17,0,0.00%
Andy Howard Games,2017,3,0,0.00%
Andy Jurko,2016,8,0,0.00%
Andy Jurko (Match Gems),2016,2,0,0.00%
Andy Wallace,2015,3,0,0.00%
Andy Wallace,2016,5,0,0.00%
"Andy Wallace,Nathaniel Chambers",2015,2,0,0.00%
Anea_Duo_Dev,2016,6,0,0.00%
Angel Carriola,2017,5,0,0.00%
Angel Iliev Hrisimov,2016,1,0,0.00%
Angel T,2017,4,0,0.00%
"Angels Blue Digital Entertainment,DigitalEZ",2012,3,0,0.00%
"Angels Blue Digital Entertainment,DigitalEZ",2015,4,0,0.00%
"Angels Blue Digital Entertainment,DigitalEZ",2016,3,0,0.00%
"Angels Blue Digital Entertainment,DigitalEZ",2017,6,0,0.00%
"Angry Hangar Games, LLC",2016,3,0,0.00%
Angry Mob Games,2017,4,0,0.00%
Angry Mob Games,Unavailable data,4,0,0.00%
AngryAngelGames,2016,8,0,0.00%
Anima Chambers,2018,1,0,0.00%
Anima Locus,2015,4,0,0.00%
Anima Project,2016,6,0,0.00%
Animation Arts,2009,2,0,0.00%
Animation Arts,2010,1,0,0.00%
Animation Arts,2012,1,0,0.00%
Animation Arts,2013,1,0,0.00%
Animation Arts Creative GmbH,2016,3,0,0.00%
Animation Arts GmbH,2015,1,0,0.00%
Animation Catalyst,2015,3,0,0.00%
Animation F/X,1994,2,0,0.00%
Anime Hearts,2016,4,0,0.00%
Anime squad,2017,2,0,0.00%
Animu Game,2015,16,0,0.00%
Animus Interactive Inc,2016,3,0,0.00%
Anino Games,2016,3,0,0.00%
Aniode,2015,4,0,0.00%
Anisoptera Games,2015,3,0,0.00%
"Anisoptera Games,Peaks",2015,3,0,0.00%
Ankama,2012,3,0,0.00%
Ankama Play,2013,1,0,0.00%
Ankama Studio,2014,20,0,0.00%
Ankama Studio,2015,31,0,0.00%
Ankama Studio,2016,25,0,0.00%
Ankama Studio,2017,14,0,0.00%
Another Noname,2017,2,0,0.00%
Another Reality,2016,3,0,0.00%
Anothink,2015,2,0,0.00%
Ansimuz Games,2014,4,0,0.00%
Ant Workshop Ltd,2016,4,0,0.00%
Antab Studio,2017,2,0,0.00%
"Antanas Marcelionis,Renė Petrulienė",2016,4,0,0.00%
"Antaria, LLC",2017,6,0,0.00%
Antarsoft,2016,2,0,0.00%
Anteater Games,2015,4,0,0.00%
Anthony @ POW Games,2015,3,0,0.00%
Anthony Case,2014,4,0,0.00%
Anthony Case,2015,2,0,0.00%
Anthony KOZAK,2016,2,0,0.00%
Anti Crunch Studios,2016,4,0,0.00%
Anti Gravity Game Studios,2017,6,0,0.00%
Anti-Ded GameDev,2016,2,0,0.00%
Anti-Ded GameDev,2017,4,0,0.00%
Anticto,2016,4,0,0.00%
Antimatter Games,2017,5,0,0.00%
"Antimatter Games,Tripwire Interactive",2017,15,0,0.00%
Antiproto,2015,2,0,0.00%
Antizero company,2016,2,0,0.00%
Antizero company,2017,2,0,0.00%
Antoine Bilodeau,2016,3,0,0.00%
Anton Gerdelan,2016,4,0,0.00%
Anton Riot,2016,8,0,0.00%
Anton Riot,2017,4,0,0.00%
Anton Shatalov,2017,2,0,0.00%
Antonio Renna,2015,5,0,0.00%
Antonio Renna,2016,8,0,0.00%
Antonio Renna,2017,6,0,0.00%
Antropi,2017,2,0,0.00%
Antti Vaihia,2016,2,0,0.00%
Antuan Johnson,2016,3,0,0.00%
Anuman Interactive,2015,1,0,0.00%
Anvate Games,2012,4,0,0.00%
Anvate Games,2015,4,0,0.00%
Anvate Games,2016,1,0,0.00%
Anvate Games,2017,1,0,0.00%
"Anvil Drop, LLC",2015,3,0,0.00%
Anvil Game Studios,2017,3,0,0.00%
Anvil-Soft,2000,2,0,0.00%
Anxious Neck Games,2017,3,0,0.00%
Apache600,2017,1,0,0.00%
Apapappa Games,2017,6,0,0.00%
Apar Games,2016,1,0,0.00%
Apar Games,2017,4,0,0.00%
"ApathyWorks, LLC",2015,2,0,0.00%
Ape Law,2015,3,0,0.00%
Ape Law,2016,3,0,0.00%
Ape Law,2018,6,0,0.00%
Ape Marina,2016,2,0,0.00%
Apeirogon Games,2017,1,0,0.00%
Apeiron,2006,2,0,0.00%
Apeiron,2007,3,0,0.00%
Apeiron,2009,2,0,0.00%
Aperico Software,2017,4,0,0.00%
Aperture Tag Team,2014,4,0,0.00%
Apillo,2017,12,0,0.00%
Apillo,2018,10,0,0.00%
Apoapsis Studios,2017,4,0,0.00%
"Apocoplay LLC,Ludeme Games,Coreedge Inc",2016,3,0,0.00%
Apology Games,2016,2,0,0.00%
AppGeneration,2016,2,0,0.00%
Apparition Games,2014,2,0,0.00%
Appeal,2017,6,0,0.00%
Applava,2017,7,0,0.00%
Applepine Games,2016,4,0,0.00%
Appliks Apps Studios,2017,4,0,0.00%
Appmania,2011,2,0,0.00%
Appmania/i-Free,2013,1,0,0.00%
Appsolutely Studios,2015,2,0,0.00%
AppyArt Games,2016,4,0,0.00%
Aproldvin,2017,2,0,0.00%
Apus Software,2016,3,0,0.00%
"Apus Software,Three Donkeys LLC",2008,1,0,0.00%
"Apus Software,Three Donkeys LLC",2010,1,0,0.00%
"Apus Software,Three Donkeys LLC",2011,1,0,0.00%
"Apus Software,Three Donkeys LLC",2013,2,0,0.00%
Aqualuft Games,2016,8,0,0.00%
Aquiris Game Studio,2017,18,0,0.00%
Ara Interactive,2017,4,0,0.00%
Arachnid Games,2013,2,0,0.00%
Arachnid Games,2017,24,0,0.00%
Arai Koh Create Office,2015,1,0,0.00%
Arai Koh Create Office,2017,1,0,0.00%
Arational Entertainment,2016,2,0,0.00%
Aratog LLC,2015,16,0,0.00%
Aratog LLC,2016,31,0,0.00%
Arbatskii Anatolii,2017,4,0,0.00%
Arberth Studios,2008,2,0,0.00%
Arboreal Games,2015,5,0,0.00%
Arc System Works,2006,1,0,0.00%
Arc System Works,2014,2,0,0.00%
Arc System Works,2015,40,0,0.00%
Arc System Works,2016,14,0,0.00%
Arc System Works,2017,16,0,0.00%
"Arc System Works Co., Ltd.",2014,1,0,0.00%
"Arc System Works,DotEmu",2015,2,0,0.00%
"Arc System Works,TOYBOX Inc.",2017,4,0,0.00%
Arc-gen,2015,2,0,0.00%
Arcade Distillery,2017,3,0,0.00%
Arcade Injection,2017,5,0,0.00%
Arcade Zone,1994,1,0,0.00%
Arcade Zone,1995,1,0,0.00%
Arcane Architect,2017,2,0,0.00%
Arcane Four Studios,2016,3,0,0.00%
Arcane Raise,2017,265,0,0.00%
Arcanity Inc,2017,5,0,0.00%
"Arcen Games, LLC",2009,2,0,0.00%
"Arcen Games, LLC",2010,6,0,0.00%
"Arcen Games, LLC",2011,2,0,0.00%
"Arcen Games, LLC",2012,5,0,0.00%
"Arcen Games, LLC",2013,18,0,0.00%
"Arcen Games, LLC",2014,8,0,0.00%
"Arcen Games, LLC",2015,3,0,0.00%
"Arcen Games, LLC",2016,4,0,0.00%
Archaic Entertainment,2010,2,0,0.00%
Archbears,2017,5,0,0.00%
"Archeia,Degica",2014,2,0,0.00%
"Archeia,Enterbrain",2015,2,0,0.00%
Archetype Global,2014,4,0,0.00%
Archetype Studios,2017,4,0,0.00%
Archive Entertainment,2015,21,0,0.00%
Archon Interactive,2017,2,0,0.00%
Arclight Worlds,2017,4,0,0.00%
Arconyx,2016,4,0,0.00%
Arctic Anteater,2014,2,0,0.00%
Arctic Bird Studio,2017,3,0,0.00%
Arctic Hazard Game Studio a/s,2016,4,0,0.00%
ArcticFox223/CrimsonSpectreFox,2016,6,0,0.00%
Arcupion Art,2017,5,0,0.00%
Ardi Studio,2016,2,0,0.00%
Ardi Studio,2017,3,0,0.00%
ArenaNet®,2005,2,0,0.00%
ArenaNet®,2006,4,0,0.00%
ArenaNet®,2007,3,0,0.00%
ArenaNet®,2008,2,0,0.00%
Areo Gaming,2017,5,0,0.00%
Argali Entertainment,2016,2,0,0.00%
Argali Entertainment,2017,2,0,0.00%
Argent Games,2016,1,0,0.00%
Argent Games,Unavailable data,2,0,0.00%
Argo Games,1995,1,0,0.00%
ArgoFox,2016,5,0,0.00%
"Argonauts Interactive,Collectif Nemoïd",2015,2,0,0.00%
"Argus Games,IGP,Promo trade toys LLC",2017,4,0,0.00%
Aric Morrow,2016,2,0,0.00%
Aries-Lenov,2015,4,0,0.00%
Arise,2005,2,0,0.00%
ArkHouse,2016,3,0,0.00%
Arkane Studios,2002,1,0,0.00%
Arkane Studios,2006,2,0,0.00%
Arkane Studios,2012,4,0,0.00%
Arkane Studios,2013,6,0,0.00%
Arkane Studios,2016,1,0,0.00%
Arkane Studios,2017,1,0,0.00%
Arkavi Studios,2014,2,0,0.00%
Arkedo,2012,3,0,0.00%
Arkedo,2013,3,0,0.00%
Arkedo,2014,3,0,0.00%
Armagedoom Games,2017,3,0,0.00%
Armature Studio,2014,2,0,0.00%
Armen Murazyan,2017,1,0,0.00%
Armnomads LLC,2016,6,0,0.00%
Armstrong Powerhouse,2013,1,0,0.00%
Armstrong Powerhouse,2016,1,0,0.00%
Armstrong Powerhouse,2017,3,0,0.00%
Arran Langmead,2016,2,0,0.00%
Arrogant Pixel,2016,2,0,0.00%
ArrowGroundGames,2015,3,0,0.00%
Arrowhead Game Studio,2015,1,0,0.00%
Arrowhead Game Studios,2011,26,0,0.00%
Arrowhead Game Studios,2012,4,0,0.00%
Arrowhead Game Studios,2013,1,0,0.00%
Arrowhead Game Studios,2014,6,0,0.00%
Arrowhead Game Studios,2015,14,0,0.00%
Arrowiz,2017,3,0,0.00%
Ars Creativa,2015,10,0,0.00%
Art Games,2017,2,0,0.00%
Art in Heart,2016,2,0,0.00%
Artalasky,2017,2,0,0.00%
Artbox Games,2017,3,0,0.00%
ArteG,2017,3,0,0.00%
Artech Studios,2008,2,0,0.00%
Artech Studios,2010,1,0,0.00%
"Artees,Trizton,Will Goss",2017,3,0,0.00%
Artefacts Studio,2013,3,0,0.00%
Artefacts Studio,2016,4,0,0.00%
Artefacts Studio,2017,1,0,0.00%
Artefacts Studios,2013,1,0,0.00%
Artefacts Studios,2016,3,0,0.00%
Artefacts Studios,2017,1,0,0.00%
Artem Bondin,2016,3,0,0.00%
Artem Bondin,2017,3,0,0.00%
Artem Kotov,2014,2,0,0.00%
Artem Kotov,2016,3,0,0.00%
Artery Games,2010,2,0,0.00%
Artery Games,2014,7,0,0.00%
Artery Games,2017,2,0,0.00%
Artifex Mundi,2011,3,0,0.00%
Artifex Mundi,2012,6,0,0.00%
Artifex Mundi,2013,9,0,0.00%
Artifex Mundi,2014,7,0,0.00%
Artifex Mundi,2016,4,0,0.00%
Artifex Mundi,2017,4,0,0.00%
Artifice Studio,2013,5,0,0.00%
Artifice Studio,2015,4,0,0.00%
Artificer Creator,2017,3,0,0.00%
Artisano,2017,2,0,0.00%
"Artisiti,Studio Vrtinec",2015,4,0,0.00%
"Artix Entertainment, LLC",2016,7,0,0.00%
"Artizens, Inc.",2015,4,0,0.00%
Artnumeris,2014,2,0,0.00%
Artogon,2016,5,0,0.00%
Artogon,2017,20,0,0.00%
Artogon Corp.,2016,2,0,0.00%
Artplant,2016,7,0,0.00%
"Arttu Tuovinen,Alan Bourhis,Michael Callaghan",2017,4,0,0.00%
Artur Berkowski Berobasket,2017,1,0,0.00%
"Artur Games,Music by Darkman007",2015,4,0,0.00%
Artur Mandas,2015,2,0,0.00%
Artur Rezende,2016,11,0,0.00%
Artur Rezende,2017,10,0,0.00%
Artur Rezende,Unavailable data,2,0,0.00%
Artyom Laletin,2017,5,0,0.00%
Arupaca Laboratories,2017,4,0,0.00%
"Arvi Teikari,Roope Mäkinen",2015,6,0,0.00%
Arvydas Žemaitis,2016,4,0,0.00%
Arzola's,2016,3,0,0.00%
Arzola's,2017,3,0,0.00%
As-key,2017,2,0,0.00%
Asakusa Studios,2017,3,0,0.00%
Ascanio Entertainment,2017,3,0,0.00%
Ascaron,2012,1,0,0.00%
Ascaron Entertainment ltd.,2004,1,0,0.00%
Ascaron Entertainment ltd.,2006,3,0,0.00%
Ascaron Entertainment ltd.,2010,3,0,0.00%
Ascension Entertainment LLC,2008,3,0,0.00%
Ascension Interactive Media,2017,2,0,0.00%
Ashdar Games,2017,4,0,0.00%
Asixa,2016,3,0,0.00%
Ask An Enemy Studios,2017,3,0,0.00%
Aslak Studio,2017,3,0,0.00%
"Asmodee Digital,F2Z Entertainment",Unavailable data,3,0,0.00%
"Asmodee Digital,Frima Studio",2016,2,0,0.00%
"Asmodee Digital,Frima Studio",2017,4,0,0.00%
"Asmodee Digital,PlaySoft",2017,1,0,0.00%
"Asmodee Digital,Playsoft",2017,2,0,0.00%
"Asmodee Digital,Playsoft,Z-Man Games",2017,7,0,0.00%
Asobo Studio,2008,1,0,0.00%
"Asobo Studio,Hip Games",2005,1,0,0.00%
Aspyr,2012,3,0,0.00%
Aspyr Studios,2010,1,0,0.00%
"Aspyr,Quantic Dream (original release)",2015,2,0,0.00%
Assemble Entertainment,1994,2,0,0.00%
Assemble Entertainment,2001,2,0,0.00%
Assemble Entertainment,2017,2,0,0.00%
Astalo Games,2017,3,0,0.00%
"Astalo Games,Sami Tikkamäki",2017,2,0,0.00%
Asteroid Base,2015,3,0,0.00%
Astra Game Studio,2016,2,0,0.00%
Astral Byte Ltd.,2014,6,0,0.00%
Astralax,2017,1,0,0.00%
AstroBear Games,2016,4,0,0.00%
Astronomic Games,2015,10,0,0.00%
Astronomic Games,2016,6,0,0.00%
Astronomic Games,2017,3,0,0.00%
Astrosimer,2015,3,0,0.00%
Asunder Studios,2017,2,0,0.00%
Asya Yurina,2016,2,0,0.00%
Asylum entertainment,2003,1,0,0.00%
Asymmetric,2017,6,0,0.00%
Asymptotic Games,2017,2,0,0.00%
AtGames,2014,1,0,0.00%
Atapki,2014,3,0,0.00%
Atapki,2017,1,0,0.00%
Atara Games,2017,4,0,0.00%
Atelier 801,2015,3,0,0.00%
Atelier Melon-Kissa,2017,12,0,0.00%
Aterdux Entertainment,2015,12,0,0.00%
Aterdux Entertainment,2016,4,0,0.00%
"Atixx,ClorithStudio",2015,3,0,0.00%
Atmosphere Entertainment Studios,2015,2,0,0.00%
Atom Republic,2017,3,0,0.00%
"Atom Switch, Inc.",2016,6,0,0.00%
"Atom Switch, Inc.",2017,6,0,0.00%
"Atomic Fabrik,Cristian Manolachi",2016,3,0,0.00%
"Atomic Fabrik,Cristian Manolachi",2017,3,0,0.00%
Atomic Jelly,Unavailable data,2,0,0.00%
Atomic Planet,2015,1,0,0.00%
Atomic Pond Studios,2016,4,0,0.00%
Atomic Wolf,2017,3,0,0.00%
AtomicTorch Studio,2015,5,0,0.00%
AtomicTorch Studio,2016,5,0,0.00%
AtomicTorch Studio,2017,10,0,0.00%
Atomicom,2017,5,0,0.00%
Atomicom Limited,2015,6,0,0.00%
Atomix Productions,2013,5,0,0.00%
Atrax Games,2015,2,0,0.00%
Atriagames,2017,6,0,0.00%
Atriagames,Unavailable data,2,0,0.00%
Attila D.,2017,2,0,0.00%
Attila Vitez,2017,4,0,0.00%
Attract Mode Games,2014,4,0,0.00%
Atum Software,2016,5,0,0.00%
Atum Software,2017,3,0,0.00%
Atypical Games,2015,3,0,0.00%
Atypical Games,2016,3,0,0.00%
Atypical Games,2017,2,0,0.00%
Auburn Sounds,2017,2,0,0.00%
Audials AG,2015,24,0,0.00%
Audio 4n6,2017,3,0,0.00%
Audio Insurgency,2016,2,0,0.00%
Aundre Rogers,2016,3,0,0.00%
Aundre Rogers,2017,2,0,0.00%
AuraLab,2015,2,0,0.00%
AuraLab,2016,3,0,0.00%
Aurelien Regard,2015,6,0,0.00%
Aurelien Regard Games,Unavailable data,2,0,0.00%
Auroch Digital,2013,4,0,0.00%
Auroch Digital,2015,5,0,0.00%
Auroch Digital,2016,1,0,0.00%
Auroch Digital,2017,8,0,0.00%
AuroraCorp,2017,4,0,0.00%
Auslogics Software,2015,1,0,0.00%
Austin Handle,2016,4,0,0.00%
Austin Wintory,2015,1,0,0.00%
Autarca,2015,2,0,0.00%
Autarca,2017,3,0,0.00%
"Authentic Illusions,Arbor Sheep",Unavailable data,2,0,0.00%
AutoAttack Games,2017,3,0,0.00%
Autobotika,2015,2,0,0.00%
"Autobotika,Game Nation Inc",2015,3,0,0.00%
"Automata Source,Quirkafleeg",2015,1,0,0.00%
"Automata Source,Quirkafleeg",2016,1,0,0.00%
Automaton,2017,4,0,0.00%
Autonomic Interactive,2016,1,0,0.00%
Autonomic Interactive,2017,2,0,0.00%
Autotelic Games LLC,2017,4,0,0.00%
Autotivity Entertainment,2015,2,0,0.00%
Autumn Moon,2008,1,0,0.00%
Autumn Moon,2015,2,0,0.00%
Avalanche Software,2005,2,0,0.00%
Avalanche Software,2006,2,0,0.00%
Avalanche Software,2008,2,0,0.00%
Avalanche Software,2011,5,0,0.00%
"Avalanche Software,Heavy Iron Studios",2016,6,0,0.00%
Avalanche Studios,2006,1,0,0.00%
Avalanche Studios,2010,16,0,0.00%
Avalanche Studios,2011,3,0,0.00%
Avalanche Studios,2013,2,0,0.00%
Avalanche Studios,2015,14,0,0.00%
Avalanche Studios,2016,10,0,0.00%
"Avalanche Studios,Feral Interactive (Mac/Linux)",2015,2,0,0.00%
Avallon Alliance,2017,6,0,0.00%
Avallon Alliance,2018,2,0,0.00%
Avant Games,Unavailable data,6,0,0.00%
Avatar Creations,2014,3,0,0.00%
Avekvist,2017,5,0,0.00%
Aventurine SA,2013,4,0,0.00%
Aves Games,2017,2,0,0.00%
Avidly Wild Games,2014,3,0,0.00%
Avidly Wild Games,2015,3,0,0.00%
AvrDragon,2015,1,0,0.00%
Awaceb,2016,6,0,0.00%
Awem Studio,2007,2,0,0.00%
Awem Studio,2009,1,0,0.00%
Awesome Games Studio,2013,2,0,0.00%
Awesome Games Studio,2014,4,0,0.00%
Awesome Games Studio,2017,7,0,0.00%
Awesome Industries,2017,3,0,0.00%
AwesomeBlade,2014,3,0,0.00%
Aweswan studios,2017,4,0,0.00%
Awfully Nice Studio,2015,3,0,0.00%
Awfully Nice Studios,2016,2,0,0.00%
Awoker Games,2014,2,0,0.00%
Awoker Games,2016,4,0,0.00%
Axed Game Studio,2015,2,0,0.00%
Axel Shokk,2015,4,0,0.00%
Axel Sonic,2016,6,0,0.00%
Axiomatic Games,2017,3,0,0.00%
Axis Game Factory,2014,14,0,0.00%
Axis Game Factory LLC,2013,10,0,0.00%
Axis Game Factory LLC,2015,15,0,0.00%
"Axis Game Factory, Inc.",2015,7,0,0.00%
Axis Games,2015,1,0,0.00%
Axis Games,2016,4,0,0.00%
Axis Games,2017,2,0,0.00%
"Axol Studio, LLC",2015,3,0,0.00%
"Axol Studio, LLC",2016,3,0,0.00%
Axolot Games,2016,5,0,0.00%
Axyos Games,2014,4,0,0.00%
Axyos Games,2016,3,0,0.00%
Axyos Games,2017,7,0,0.00%
Ayedh,2017,4,0,0.00%
Azarashi no Yakata,2017,1,0,0.00%
Aéronie,2017,3,0,0.00%
B.Bit,2017,1,0,0.00%
B2Expand,2017,4,0,0.00%
B52 Development Team,2017,3,0,0.00%
"BABY DUKA,BD Games",2016,5,0,0.00%
"BABY DUKA,Baby Duka Games",2016,5,0,0.00%
BAD team,2017,4,0,0.00%
BANDAI NAMCO Entertainment Inc.,2016,3,0,0.00%
BANDAI NAMCO Studio Inc.,2014,2,0,0.00%
BANDAI NAMCO Studio Inc.,2015,8,0,0.00%
BANDAI NAMCO Studio Inc.,2016,1,0,0.00%
BANDAI NAMCO Studios Inc.,2016,5,0,0.00%
BANDAI NAMCO Studios Inc.,2017,38,0,0.00%
"BANDAI NAMCO Studios Vancouver,Hipster Whale,3 Sprockets",2016,1,0,0.00%
BARCHboi,2016,2,0,0.00%
BBG Entertainment GmbH,2016,9,0,0.00%
BBQ Games,2015,2,0,0.00%
BBit,2017,1,0,0.00%
BC,2017,3,0,0.00%
"BEHEMUTT,Kishimoto Studios",Unavailable data,3,0,0.00%
BEta - indie,2016,4,0,0.00%
BEta - indie,2017,2,0,0.00%
BIOSZARD Dev,2017,2,0,0.00%
BIT-GEN,2015,3,0,0.00%
BJGameInd,2017,4,0,0.00%
BJGameInd,2018,1,0,0.00%
BKOM Studios,2017,17,0,0.00%
BL-Logic,2010,1,0,0.00%
"BLACK LODGE GAMES, LLC",2017,2,0,0.00%
BME Digital Studios,2016,3,0,0.00%
"BNA Studios, LLC",2017,3,0,0.00%
BOBAFETTA,2017,1,0,0.00%
BOHDOKUMEN.,2017,4,0,0.00%
BRAINEART,2017,3,0,0.00%
BRHP,2016,2,0,0.00%
BRINK 3D,2016,3,0,0.00%
BS1 &amp; BSL Team,2014,1,0,0.00%
BSK Games,2015,5,0,0.00%
BT Studios,2016,3,0,0.00%
BT Studios,2017,2,0,0.00%
BTD Team,2016,5,0,0.00%
BTNcafe,2015,4,0,0.00%
BUG-Studio,2017,3,0,0.00%
BUGBEAR,2012,5,0,0.00%
BUNIAKRA GAMES,2017,2,0,0.00%
BURP! Games,2017,6,0,0.00%
BWGames,2017,5,0,0.00%
BYCODEC TEKNOLOJI LTD,2016,7,0,0.00%
BYU Animation -  Class of 2016,2016,3,0,0.00%
BYU Animation -  Class of 2017,2017,3,0,0.00%
Baba Yaga Games,2016,2,0,0.00%
Baba Yaga Games,2017,2,0,0.00%
Babalus123,2017,2,0,0.00%
Babloon Studios,2017,3,0,0.00%
Babloon Studios,2018,2,0,0.00%
Back To Basics Gaming,2015,4,0,0.00%
Backburner Games,2017,1,0,0.00%
Backstab Games,2014,2,0,0.00%
Backward pieS,2015,1,0,0.00%
Backyard Team,Unavailable data,2,0,0.00%
Bacon Bandit Games,2014,4,0,0.00%
Bacon Bandit Games,2015,2,0,0.00%
Bacon Wrapped Games,2011,4,0,0.00%
Bacq Stellan,2015,10,0,0.00%
Bacq Stellan,2017,57,0,0.00%
"Bacq Stellan,Chris Hédé,OtakuMaker Studio",Unavailable data,6,0,0.00%
Bad Attempt,2017,2,0,0.00%
Bad Cast games,2016,2,0,0.00%
Bad Coffee Games,2017,3,0,0.00%
Bad Duck Games,2017,3,0,0.00%
Bad Gravity,2017,1,0,0.00%
Bad Panda Games,2017,6,0,0.00%
Bad Pixel,2016,15,0,0.00%
Bad Seed,2015,3,0,0.00%
Bad Seed,2016,3,0,0.00%
