release_year,sentiment_analysis,developer
2015,1,"FromSoftware, Inc"
2009,1,Valve
2014,2,"Tomi Maarela,Elias Viglione"
2014,2,"Tomi Maarela,Elias Viglione"
2007,1,Valve
2007,1,Valve
2013,1,Digital Extremes
2013,1,Digital Extremes
2014,0,BlankMediaGames
2014,0,BlankMediaGames
2014,0,BlankMediaGames
2012,1,Valve
2014,1,Ubisoft
2014,1,Ubisoft
2013,0,Double Fine Productions
2013,0,Double Fine Productions
2013,0,Double Fine Productions
2010,1,Other Ocean Interactive
2010,1,Other Ocean Interactive
2016,1,Paul Fisch
2016,1,Paul Fisch
2016,1,Paul Fisch
2012,1,Power of 2
2012,1,Power of 2
2012,1,Power of 2
2012,1,Power of 2
2016,1,Ivan Zanotti's MyMadness Works
2016,1,Ivan Zanotti's MyMadness Works
2012,1,FromSoftware
2012,1,FromSoftware
2012,1,Bithell Games
2012,1,Valve
2017,1,Smartly Dressed Games
2017,1,Smartly Dressed Games
2017,1,Smartly Dressed Games
2017,1,Smartly Dressed Games
2017,1,Smartly Dressed Games
2013,1,FreakZone Games
2013,1,FreakZone Games
2013,1,FreakZone Games
2002,1,Pyro Studios
2015,2,Proton Studio Inc
2015,2,Proton Studio Inc
2015,2,Proton Studio Inc
2015,2,Proton Studio Inc
2012,1,Valve
2015,1,Stainless Games Ltd.
2015,1,Stainless Games Ltd.
2012,1,Wild Shadow Studios
2012,1,Wild Shadow Studios
2012,1,Wild Shadow Studios
2012,1,Wild Shadow Studios
2012,1,Wild Shadow Studios
2008,1,Treyarch
2009,1,Nimbly Games
2009,1,Nimbly Games
2009,1,Nimbly Games
2014,1,SmashGames
2014,1,SmashGames
2014,1,SmashGames
2014,1,SmashGames
2017,1,Blue Mammoth Games
2017,1,Blue Mammoth Games
2017,1,Blue Mammoth Games
2015,1,Hammerfall Publishing
2015,1,Hammerfall Publishing
2015,1,Hammerfall Publishing
2013,0,Digital Extremes
2013,0,Digital Extremes
2014,1,Digital Confectioners
2014,1,Digital Confectioners
2016,1,Ndemic Creations
2016,1,Ndemic Creations
2016,1,Ndemic Creations
2016,1,Ndemic Creations
2016,2,Blind Sky Studios
2016,2,Blind Sky Studios
2016,2,Blind Sky Studios
2014,1,Edge of Reality
2014,1,Edge of Reality
2014,1,Edge of Reality
2016,2,Pathea Games
2016,2,Pathea Games
2016,2,Pathea Games
2016,2,Pathea Games
2016,2,Pathea Games
2013,2,Bohemia Interactive
2013,2,Bohemia Interactive
2013,2,Bohemia Interactive
2013,2,Bohemia Interactive
2012,2,Valve
2012,2,Valve
2011,1,Re-Logic
2011,1,Re-Logic
2011,1,Re-Logic
2011,1,Re-Logic
2013,2,Facepunch Studios
2013,2,Facepunch Studios
2013,2,Facepunch Studios
2013,2,Facepunch Studios
2013,2,Facepunch Studios
2013,2,Facepunch Studios
2011,1,Giant Army
2011,1,Giant Army
2011,1,Giant Army
2013,1,Facepunch Studios
2013,1,Facepunch Studios
2013,1,Facepunch Studios
2013,1,Facepunch Studios
2013,1,Facepunch Studios
2013,1,Facepunch Studios
2013,1,Digital Extremes
2013,1,Digital Extremes
2017,1,Hinterland Studio Inc.
2017,1,Hinterland Studio Inc.
2017,1,Hinterland Studio Inc.
2017,1,Hinterland Studio Inc.
2012,1,Wild Shadow Studios
2012,1,Wild Shadow Studios
2012,1,Wild Shadow Studios
2012,1,Wild Shadow Studios
2012,1,Wild Shadow Studios
2016,1,Chucklefish
2016,1,Chucklefish
2016,1,Chucklefish
2016,1,Chucklefish
2016,1,Chucklefish
2015,2,Colossal Order Ltd.
2015,2,Colossal Order Ltd.
2014,2,Messhof
2014,2,Messhof
2014,2,Messhof
2017,1,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2017,1,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2017,1,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2017,1,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2017,1,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2011,2,Arrowhead Game Studios
2011,2,Arrowhead Game Studios
2013,1,"Eidos Montreal,Feral Interactive (Mac)"
2013,1,"Eidos Montreal,Feral Interactive (Mac)"
2015,0,Konami Digital Entertainment
2015,0,Konami Digital Entertainment
2016,2,Rooster Teeth Games
2016,2,Rooster Teeth Games
2016,2,Rooster Teeth Games
2016,2,Subvert Games
2016,2,Subvert Games
2016,2,Subvert Games
2016,2,Subvert Games
2016,2,Subvert Games
2016,2,Subvert Games
2013,1,Big Robot Ltd
2013,1,Big Robot Ltd
2010,1,Obsidian Entertainment
2010,1,Obsidian Entertainment
2012,2,Muse Games
2012,2,Muse Games
2012,2,Muse Games
2012,2,Muse Games
2010,2,Cold Beam Games
2010,2,Cold Beam Games
2010,2,Cold Beam Games
2016,1,Raptor Claw Games
2016,1,Raptor Claw Games
2016,1,Raptor Claw Games
2016,1,Raptor Claw Games
2013,1,Bossa Studios
2013,1,Bossa Studios
2013,1,Bossa Studios
2006,1,Facepunch Studios
2006,1,Facepunch Studios
2015,2,Cliffhanger Productions
2015,2,Cliffhanger Productions
2015,2,Cliffhanger Productions
2012,2,"Ubisoft Montreal, Massive Entertainment, and Ubisoft Shanghai"
2012,2,"Ubisoft Montreal, Massive Entertainment, and Ubisoft Shanghai"
2010,1,Obsidian Entertainment
2010,1,Obsidian Entertainment
2013,0,Bohemia Interactive
2013,0,Bohemia Interactive
2013,0,Bohemia Interactive
2013,0,Bohemia Interactive
2013,1,Facepunch Studios
2013,1,Facepunch Studios
2013,1,Facepunch Studios
2013,1,Facepunch Studios
2013,1,Facepunch Studios
2013,1,Facepunch Studios
2015,1,tobyfox
2015,1,tobyfox
2011,2,Re-Logic
2011,2,Re-Logic
2011,2,Re-Logic
2011,2,Re-Logic
2006,2,Facepunch Studios
2006,2,Facepunch Studios
2015,1,Kyle Seeley
2015,1,Kyle Seeley
2015,1,Kyle Seeley
2015,1,Kyle Seeley
2015,1,Kyle Seeley
2012,1,Valve
2017,1,Hinterland Studio Inc.
2017,1,Hinterland Studio Inc.
2017,1,Hinterland Studio Inc.
2017,1,Hinterland Studio Inc.
2015,1,Rainbow Games
2015,1,Rainbow Games
2016,1,Bethesda Game Studios
2007,1,Valve
2007,1,Valve
2006,2,Facepunch Studios
2006,2,Facepunch Studios
2013,1,Facepunch Studios
2013,1,Facepunch Studios
2013,1,Facepunch Studios
2013,1,Facepunch Studios
2013,1,Facepunch Studios
2013,1,Facepunch Studios
2012,2,Daybreak Game Company
2012,2,Daybreak Game Company
2012,2,Daybreak Game Company
2015,2,Star Vault AB
2015,2,Star Vault AB
2015,2,Star Vault AB
2015,2,Star Vault AB
2015,2,Star Vault AB
2016,2,ConcernedApe
2016,2,ConcernedApe
2016,2,ConcernedApe
2010,1,TaleWorlds Entertainment
2010,1,TaleWorlds Entertainment
2011,0,800 North and Digital Ranch
2011,0,800 North and Digital Ranch
2016,1,DoubleDutch Games
2016,1,DoubleDutch Games
2016,1,DoubleDutch Games
2016,1,DoubleDutch Games
2016,1,DoubleDutch Games
2008,2,EA Los Angeles
2009,1,Ensemble Studios
2009,1,Ensemble Studios
2013,2,Bohemia Interactive
2013,2,Bohemia Interactive
2013,2,Bohemia Interactive
2013,2,Double Fine Productions
2013,2,Double Fine Productions
2013,2,Double Fine Productions
2013,1,No data available
2014,1,New World Interactive
2014,1,New World Interactive
2014,1,New World Interactive
2007,2,Valve
2007,2,Valve
2013,1,Digital Extremes
2013,1,Digital Extremes
2014,1,Daedalic Entertainment
2014,1,Daedalic Entertainment
2014,1,Daedalic Entertainment
2012,1,Valve
2011,1,Re-Logic
2011,1,Re-Logic
2011,1,Re-Logic
2011,1,Re-Logic
2012,1,Valve
2012,1,"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)"
2012,1,Valve
2017,1,Freejam
2017,1,Freejam
2017,1,Freejam
2017,1,Freejam
2017,1,Freejam
2017,1,Freejam
2013,1,Facepunch Studios
2013,1,Facepunch Studios
2013,1,Facepunch Studios
2013,1,Facepunch Studios
2013,1,Facepunch Studios
2013,1,Facepunch Studios
2017,1,Freejam
2017,1,Freejam
2017,1,Freejam
2017,1,Freejam
2017,1,Freejam
2017,1,Freejam
2011,0,Grey Havens
2011,0,Grey Havens
2011,0,Grey Havens
2011,0,Grey Havens
2011,0,Grey Havens
2011,0,Grey Havens
2015,0,Bankroll Studios
2015,0,Bankroll Studios
2015,0,Bankroll Studios
2015,0,Bankroll Studios
2017,2,Blue Mammoth Games
2017,2,Blue Mammoth Games
2017,2,Blue Mammoth Games
2017,1,Smartly Dressed Games
2017,1,Smartly Dressed Games
2017,1,Smartly Dressed Games
2017,1,Smartly Dressed Games
2017,1,Smartly Dressed Games
2011,2,Supergiant Games
2011,2,Supergiant Games
2011,2,Supergiant Games
2013,1,Digital Extremes
2013,1,Digital Extremes
2015,1,Free Reign Entertainment
2015,1,Free Reign Entertainment
2015,1,Free Reign Entertainment
2015,1,Free Reign Entertainment
2009,1,Paradox Development Studio
2016,1,Massive Entertainment
2016,1,Massive Entertainment
2016,1,Massive Entertainment
2014,1,Coffee Stain Studios
2014,1,Coffee Stain Studios
2014,1,Coffee Stain Studios
2017,1,Freejam
2017,1,Freejam
2017,1,Freejam
2017,1,Freejam
2017,1,Freejam
2017,1,Freejam
2011,1,Re-Logic
2011,1,Re-Logic
2011,1,Re-Logic
2011,1,Re-Logic
2012,1,Hi-Rez Studios
2012,1,Hi-Rez Studios
2012,2,Valve
2012,1,The Behemoth
2012,1,The Behemoth
2012,1,The Behemoth
2012,1,The Behemoth
2012,1,The Behemoth
2016,1,Blacklight Interactive
2016,1,Blacklight Interactive
2016,1,Blacklight Interactive
2016,1,Blacklight Interactive
2006,0,Facepunch Studios
2006,0,Facepunch Studios
2013,2,Deep Silver Volition
2013,2,Deep Silver Volition
1998,1,TNT Team
2010,2,Bohemia Interactive
2010,2,Bohemia Interactive
2010,2,Bohemia Interactive
2016,1,MAGES. Inc.
2016,2,"Creative Assembly,Feral Interactive (Linux),Feral Interactive (Mac)"
2016,2,"Creative Assembly,Feral Interactive (Linux),Feral Interactive (Mac)"
2016,1,Hello Games
2016,1,Hello Games
2014,2,Scott Cawthon
2014,2,Scott Cawthon
2015,1,BlueLine Games
2015,1,BlueLine Games
2015,1,BlueLine Games
2015,1,BlueLine Games
2013,1,"Irrational Games,Aspyr (Mac),Virtual Programming (Linux)"
2016,1,SUPERHOT Team
2016,1,SUPERHOT Team
2011,1,Re-Logic
2011,1,Re-Logic
2011,1,Re-Logic
2011,1,Re-Logic
2009,1,Invent4 Entertainment
2007,1,Valve
2007,1,Valve
2009,2,Valve
2006,0,Facepunch Studios
2006,0,Facepunch Studios
2012,2,Valve
2012,1,Valve
2015,2,"Psyonix, Inc."
2015,2,"Psyonix, Inc."
2015,2,"Psyonix, Inc."
2015,2,"Psyonix, Inc."
2017,1,Hoobalugalar_X
2017,1,Hoobalugalar_X
2012,1,Valve
2013,0,Ubisoft Montreal
2013,0,Ubisoft Montreal
2013,1,3909
2013,1,3909
2007,2,Valve
2007,2,Valve
2012,1,"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)"
2016,1,"Visual Concepts,Yuke's"
2016,1,"Visual Concepts,Yuke's"
2013,1,Team Psykskallar
2013,1,Team Psykskallar
2013,1,Team Psykskallar
2009,1,Defence Alliance Team
2012,1,Treyarch
2015,1,Bethesda Game Studios
2014,1,"Expansive Worlds,Avalanche Studios"
2014,1,"Expansive Worlds,Avalanche Studios"
2014,1,"Expansive Worlds,Avalanche Studios"
2014,1,"Expansive Worlds,Avalanche Studios"
2014,1,"Expansive Worlds,Avalanche Studios"
2014,0,BlankMediaGames
2014,0,BlankMediaGames
2014,0,BlankMediaGames
2007,1,Valve
2007,1,Valve
2012,1,Valve
2012,1,Valve
2016,1,Red Hook Studios
2016,1,Red Hook Studios
2016,1,Red Hook Studios
2010,1,Obsidian Entertainment
2010,1,Obsidian Entertainment
2015,1,Rockstar North
2015,1,Rockstar North
2007,2,Valve
2007,2,Valve
2007,1,Valve
2007,1,Valve
2015,2,Bethesda Game Studios
2012,2,Valve
2012,2,Treyarch
2013,2,"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)"
2014,2,Telltale Games
2012,1,Subset Games
2012,1,Subset Games
2012,1,Subset Games
2015,1,Treyarch
2015,1,Treyarch
2013,1,Facepunch Studios
2013,1,Facepunch Studios
2013,1,Facepunch Studios
2013,1,Facepunch Studios
2013,1,Facepunch Studios
2013,1,Facepunch Studios
2011,1,Re-Logic
2011,1,Re-Logic
2011,1,Re-Logic
2011,1,Re-Logic
2014,1,Zenimax Online Studios
2014,1,Zenimax Online Studios
2014,2,Giants Software
2017,1,Smartly Dressed Games
2017,1,Smartly Dressed Games
2017,1,Smartly Dressed Games
2017,1,Smartly Dressed Games
2017,1,Smartly Dressed Games
2010,2,Bohemia Interactive
2010,2,Bohemia Interactive
2010,2,Bohemia Interactive
2007,1,Valve
2007,1,Valve
2012,1,Jagex Limited
2012,1,Jagex Limited
2014,1,"Nicalis, Inc."
2015,1,Stainless Games Ltd.
2015,1,Stainless Games Ltd.
2013,1,Bohemia Interactive
2013,1,Bohemia Interactive
2013,1,Bohemia Interactive
2012,1,Unknown Worlds Entertainment
2012,1,Unknown Worlds Entertainment
2012,1,Unknown Worlds Entertainment
2011,1,No More Room in Hell Team
2011,1,No More Room in Hell Team
2011,1,No More Room in Hell Team
2010,1,Treyarch
2015,0,Turtle Rock Studios
2015,0,Turtle Rock Studios
2015,0,Eyzi
2015,0,Eyzi
2015,0,Eyzi
2010,2,"Firaxis Games,Aspyr (Mac, Linux)"
2012,1,Wizarbox
2012,1,Wizarbox
2014,1,"Firaxis Games,Aspyr (Mac, Linux)"
2014,1,Edge of Reality
2014,1,Edge of Reality
2014,1,Edge of Reality
2015,2,NetherRealm Studios
2013,1,Eko Software
2013,1,Eko Software
2013,1,Eko Software
2014,1,Edge of Reality
2014,1,Edge of Reality
2014,1,Edge of Reality
2009,2,"Infinity Ward,Aspyr (Mac)"
2013,1,Bohemia Interactive
2013,1,Bohemia Interactive
2013,1,Bohemia Interactive
2014,1,Obsidian Entertainment
2014,1,Obsidian Entertainment
2014,1,Obsidian Entertainment
2013,1,"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)"
2013,1,"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)"
2013,2,Traveller's Tales
2013,2,Traveller's Tales
2012,1,Valve
2017,1,Freejam
2017,1,Freejam
2017,1,Freejam
2017,1,Freejam
2017,1,Freejam
2017,1,Freejam
2010,0,TaleWorlds Entertainment
2010,0,TaleWorlds Entertainment
2006,1,Facepunch Studios
2006,1,Facepunch Studios
2017,2,Smartly Dressed Games
2017,2,Smartly Dressed Games
2017,2,Smartly Dressed Games
2017,2,Smartly Dressed Games
2017,2,Smartly Dressed Games
2012,1,Subset Games
2012,1,Subset Games
2012,1,Subset Games
2013,1,Cellar Door Games
2013,1,Cellar Door Games
2013,1,Cellar Door Games
2015,2,Capcom
2015,2,Capcom
2017,1,Smartly Dressed Games
2017,1,Smartly Dressed Games
2017,1,Smartly Dressed Games
2017,1,Smartly Dressed Games
2017,1,Smartly Dressed Games
2014,2,Edge of Reality
2014,2,Edge of Reality
2014,2,Edge of Reality
2016,1,"FromSoftware, Inc."
2015,1,GhostShark
2015,1,GhostShark
2017,0,Freejam
2017,0,Freejam
2017,0,Freejam
2017,0,Freejam
2017,0,Freejam
2017,0,Freejam
2014,1,RobTop Games
2014,1,RobTop Games
2015,2,Creative Assembly
2014,1,11 bit studios
2014,1,11 bit studios
2014,1,11 bit studios
2012,1,Valve
2016,2,Robotronic Games
2016,2,Robotronic Games
2016,2,Robotronic Games
2014,1,Free Lives
2014,1,Free Lives
2014,1,Free Lives
2014,1,Free Lives
2014,1,"SkyBox Labs,Big Huge Games"
2014,1,"SkyBox Labs,Big Huge Games"
2017,0,Smartly Dressed Games
2017,0,Smartly Dressed Games
2017,0,Smartly Dressed Games
2017,0,Smartly Dressed Games
2017,0,Smartly Dressed Games
2012,1,FromSoftware
2012,1,FromSoftware
2015,1,Turtle Rock Studios
2015,1,Turtle Rock Studios
2012,2,Valve
2012,2,Wild Shadow Studios
2012,2,Wild Shadow Studios
2012,2,Wild Shadow Studios
2012,2,Wild Shadow Studios
2012,2,Wild Shadow Studios
2013,2,Facepunch Studios
2013,2,Facepunch Studios
2013,2,Facepunch Studios
2013,2,Facepunch Studios
2013,2,Facepunch Studios
2013,2,Facepunch Studios
2016,1,Chucklefish
2016,1,Chucklefish
2016,1,Chucklefish
2016,1,Chucklefish
2016,1,Chucklefish
2012,1,Valve
2016,1,Green Lava Studios
2016,1,Green Lava Studios
2014,1,SmashGames
2014,1,SmashGames
2014,1,SmashGames
2014,1,SmashGames
2014,0,"KOEI TECMO GAMES CO., LTD."
2014,1,"FromSoftware, Inc"
2014,1,"FromSoftware, Inc"
2014,1,"Nicalis, Inc."
2013,2,sparsevector
2013,2,sparsevector
2013,2,sparsevector
2015,0,Handyman Studios
2015,0,Handyman Studios
2015,0,Handyman Studios
2015,0,Handyman Studios
2012,1,Valve
2014,1,4A Games
2005,2,Pandemic Studios
2012,1,Jagex Limited
2012,1,Jagex Limited
2017,1,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2017,1,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2017,1,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2017,1,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2017,1,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2012,1,Valve
2012,1,Valve
2012,1,Hardsuit Labs
2012,1,Hardsuit Labs
2015,0,Eleon Game Studios
2015,0,Eleon Game Studios
2015,0,Eleon Game Studios
2015,0,Eleon Game Studios
2015,0,Eleon Game Studios
2011,2,Grey Havens
2011,2,Grey Havens
2011,2,Grey Havens
2011,2,Grey Havens
2011,2,Grey Havens
2011,2,Grey Havens
2014,1,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
2014,1,"Monolith Productions,Feral Interactive (Mac),Feral Interactive (Linux)"
2012,1,Valve
2007,2,Valve
2007,2,Valve
2014,1,Eugen Systems
2015,1,Bossa Studios
2015,1,Bossa Studios
2015,1,Bossa Studios
2015,1,Bossa Studios
2013,1,Undead Labs
2013,1,Undead Labs
2013,1,Undead Labs
2014,1,Fistful of Frags Team
2014,1,Fistful of Frags Team
2014,1,Fistful of Frags Team
2016,1,"Comcept,Inti Creates"
2012,1,The Behemoth
2012,1,The Behemoth
2012,1,The Behemoth
2012,1,The Behemoth
2012,1,The Behemoth
2012,1,Valve
2013,0,Lab Zero Games
2013,0,Lab Zero Games
2012,2,Valve
2006,1,Relic Entertainment
2006,1,Relic Entertainment
2012,1,Valve
2015,2,Prism Game Studios Ltd.
2015,2,Prism Game Studios Ltd.
2015,2,Prism Game Studios Ltd.
2007,1,Valve
2007,1,Valve
2009,2,Capcom
2009,2,Capcom
2017,1,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2017,1,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2017,1,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2017,1,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2017,1,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2012,1,Valve
2013,1,Ian Campbell
2013,1,Ian Campbell
2016,0,Hello Games
2016,0,Hello Games
2013,2,Digital Extremes
2013,2,Digital Extremes
2012,2,Wild Shadow Studios
2012,2,Wild Shadow Studios
2012,2,Wild Shadow Studios
2012,2,Wild Shadow Studios
2012,2,Wild Shadow Studios
2015,2,"DONTNOD Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)"
2015,2,"DONTNOD Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)"
2016,2,OVERKILL - a Starbreeze Studio.
2016,2,OVERKILL - a Starbreeze Studio.
2010,1,Cold Beam Games
2010,1,Cold Beam Games
2010,1,Cold Beam Games
2014,1,Suspicious Developments
2014,1,Suspicious Developments
2014,1,Suspicious Developments
2011,0,Re-Logic
2011,0,Re-Logic
2011,0,Re-Logic
2011,0,Re-Logic
2012,1,Valve
2013,2,"Irrational Games,Aspyr (Mac),Virtual Programming (Linux)"
2015,2,Crows Crows Crows
2015,2,Crows Crows Crows
2012,0,"Gearbox Software,Aspyr (Mac &amp; Linux)"
2012,0,"Gearbox Software,Aspyr (Mac &amp; Linux)"
2007,1,Valve
2007,1,Valve
2012,0,Jagex Limited
2012,0,Jagex Limited
2012,2,Valve
2011,2,No More Room in Hell Team
2011,2,No More Room in Hell Team
2011,2,No More Room in Hell Team
2013,1,Bohemia Interactive
2013,1,Bohemia Interactive
2013,1,Bohemia Interactive
2013,1,Bohemia Interactive
2015,1,Trion Worlds
2015,1,Trion Worlds
2015,1,Trion Worlds
2015,1,Trion Worlds
2015,1,Trion Worlds
2015,1,Trion Worlds
2010,1,"Firaxis Games,Aspyr (Mac, Linux)"
2013,1,Bohemia Interactive
2013,1,Bohemia Interactive
2013,1,Bohemia Interactive
2013,1,Bohemia Interactive
2012,1,Exe Games Inc.
2012,1,Exe Games Inc.
2014,2,"Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)"
2013,1,Bohemia Interactive
2013,1,Bohemia Interactive
2013,1,Bohemia Interactive
2013,1,Bohemia Interactive
2015,0,Rockstar North
2015,0,Rockstar North
2015,2,Spiderling Studios
2015,2,Spiderling Studios
2015,2,Spiderling Studios
2007,1,Valve
2007,1,Valve
2014,1,"2K Australia,Gearbox Software,Aspyr (Mac and Linux)"
2014,1,"2K Australia,Gearbox Software,Aspyr (Mac and Linux)"
2016,1,"Firaxis,Feral Interactive (Mac),Feral Interactive (Linux)"
2015,2,Defiant Development
2015,2,Defiant Development
2015,2,Defiant Development
2014,1,Mountain Sheep
2014,1,Mountain Sheep
2014,1,Mountain Sheep
2014,1,Mountain Sheep
2014,1,Mountain Sheep
2009,1,EA - Maxis
2009,1,EA - Maxis
2011,2,Freebird Games
2011,2,Freebird Games
2011,2,Freebird Games
2012,1,Valve
2017,2,Trendy Entertainment
2017,2,Trendy Entertainment
2017,2,Trendy Entertainment
2017,2,Trendy Entertainment
2017,2,Trendy Entertainment
2017,1,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2017,1,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2017,1,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2017,1,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2017,1,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2012,1,Valve
2015,1,"CAPCOM Co., Ltd."
2015,1,"CAPCOM Co., Ltd."
2013,1,Undead Labs
2013,1,Undead Labs
2013,1,Undead Labs
2006,1,Facepunch Studios
2006,1,Facepunch Studios
2015,2,"Psyonix, Inc."
2015,2,"Psyonix, Inc."
2015,2,"Psyonix, Inc."
2015,2,"Psyonix, Inc."
2010,2,"Rocksteady Studios,Feral Interactive (Mac)"
2010,2,"Rocksteady Studios,Feral Interactive (Mac)"
2015,2,Playsaurus
2015,2,Playsaurus
2015,2,Playsaurus
2015,2,Playsaurus
2015,2,Playsaurus
2015,2,Playsaurus
2015,2,Playsaurus
2017,2,Blue Mammoth Games
2017,2,Blue Mammoth Games
2017,2,Blue Mammoth Games
1999,1,Quantic Dream
2012,1,Valve
2012,0,Valve
2014,0,Machine Games
2012,1,"Standing Stone Games, LLC"
2012,1,"Standing Stone Games, LLC"
2012,1,"Standing Stone Games, LLC"
2006,1,Facepunch Studios
2006,1,Facepunch Studios
2014,1,Telltale Games
2015,1,"Psyonix, Inc."
2015,1,"Psyonix, Inc."
2015,1,"Psyonix, Inc."
2015,1,"Psyonix, Inc."
2015,1,ICE Entertainment
2015,1,ICE Entertainment
2015,1,ICE Entertainment
2015,2,Rockstar North
2015,2,Rockstar North
2013,1,Digital Extremes
2013,1,Digital Extremes
2007,1,Valve
2007,1,Valve
2012,2,Valve
2012,1,3 Sprockets
2012,1,3 Sprockets
2012,1,Valve
2010,1,"Firaxis Games,Aspyr (Mac, Linux)"
2013,2,"Monochrome, Inc"
2013,2,"Monochrome, Inc"
2013,2,"Monochrome, Inc"
2013,2,Facepunch Studios
2013,2,Facepunch Studios
2013,2,Facepunch Studios
2013,2,Facepunch Studios
2013,2,Facepunch Studios
2013,2,Facepunch Studios
2013,1,"Skybox Labs,Hidden Path Entertainment,Ensemble Studios"
2014,1,Scott Cawthon
2014,1,Scott Cawthon
2015,1,Atelier 801
2015,1,Atelier 801
2015,1,Atelier 801
2012,1,Wild Shadow Studios
2012,1,Wild Shadow Studios
2012,1,Wild Shadow Studios
2012,1,Wild Shadow Studios
2012,1,Wild Shadow Studios
2013,0,Digital Extremes
2013,0,Digital Extremes
2014,1,RobTop Games
2014,1,RobTop Games
2015,2,Creative Assembly
2013,1,Wolfire Games
